Dose_mg,Dose_route,Schedule,Baseline_target,t_days,measurement
65.51285568595509,IV,Q3W,10000.0,168.0,9846.428410524277
84.83428982440716,IV,Q3W,10000.0,168.0,9007.791517186888
109.85411419875572,IV,Q3W,10000.0,168.0,5155.705367118896
142.25293134853692,IV,Q3W,10000.0,168.0,2255.7187934936187
184.20699693267164,IV,Q3W,10000.0,168.0,1070.2368679245942
238.53440064314213,IV,Q3W,10000.0,168.0,553.4036861033101
308.88435964774783,IV,Q3W,10000.0,168.0,325.3281263584572
399.9823395608933,IV,Q3W,10000.0,168.0,209.7836942854709
517.9474679231213,IV,Q3W,10000.0,168.0,143.21591581134192
670.7035611184313,IV,Q3W,10000.0,168.0,101.37948485698442
868.511373751352,IV,Q3W,10000.0,168.0,73.51581605647998
1124.6578221198197,IV,Q3W,10000.0,168.0,54.20526073139242
1456.3484775012444,IV,Q3W,10000.0,168.0,40.44227884733291
1885.8632787726515,IV,Q3W,10000.0,168.0,30.43354639893308
2442.05309454865,IV,Q3W,10000.0,168.0,23.04665555268485
3162.2776601683795,IV,Q3W,10000.0,168.0,17.534825493216808
0.01,IV,Q3W,40000.0,168.0,39999.996305089364
0.012949258422052624,IV,Q3W,40000.0,168.0,39999.995214863004
0.016768329368110083,IV,Q3W,40000.0,168.0,39999.9938041577
0.021713743029375187,IV,Q3W,40000.0,168.0,39999.99197740592
0.028117686979742307,IV,Q3W,40000.0,168.0,39999.98961074178
0.03641031949310673,IV,Q3W,40000.0,168.0,39999.98654655906
0.04714866363457394,IV,Q3W,40000.0,168.0,39999.982577952505
0.061054022965853265,IV,Q3W,40000.0,168.0,39999.97744081442
0.07906043210907701,IV,Q3W,40000.0,168.0,39999.970787560764
0.10237739663395848,IV,Q3W,40000.0,168.0,39999.96217111366
0.13257113655901087,IV,Q3W,40000.0,168.0,39999.95101468704
0.17166979066078603,IV,Q3W,40000.0,168.0,39999.9365670426
0.22229964825261944,IV,Q3W,40000.0,168.0,39999.917857976194
0.2878615592354568,IV,Q3W,40000.0,168.0,39999.89363151623
0.372759372031494,IV,Q3W,40000.0,168.0,39999.86225480383
0.4826957437677871,IV,Q3W,40000.0,168.0,39999.82162429709
0.6250551925273973,IV,Q3W,40000.0,168.0,39999.76899345372
0.8094001216083124,IV,Q3W,40000.0,168.0,39999.70084235201
1.0481131341546852,IV,Q3W,40000.0,168.0,39999.61253586556
1.3572287829716538,IV,Q3W,40000.0,168.0,39999.498097999334
1.7575106248547911,IV,Q3W,40000.0,168.0,39999.349744917585
2.2758459260747887,IV,Q3W,40000.0,168.0,39999.15733930731
2.9470517025518097,IV,Q3W,40000.0,168.0,39998.9076753626
3.816213407949357,IV,Q3W,40000.0,168.0,39998.58352961914
4.941713361323833,IV,Q3W,40000.0,168.0,39998.16288595872
6.399152336349267,IV,Q3W,40000.0,168.0,39997.614638074876
8.286427728546842,IV,Q3W,40000.0,168.0,39996.90153019624
10.730309405261565,IV,Q3W,40000.0,168.0,39995.97254495777
13.894954943731374,IV,Q3W,40000.0,168.0,39994.75879894581
17.992936232915536,IV,Q3W,40000.0,168.0,39993.17326974061
23.29951810515372,IV,Q3W,40000.0,168.0,39991.09661715865
30.171148105292957,IV,Q3W,40000.0,168.0,39988.37275087266
39.06939937054617,IV,Q3W,40000.0,168.0,39984.78752755426
50.59197488435822,IV,Q3W,40000.0,168.0,39980.07465873286
65.51285568595509,IV,Q3W,40000.0,168.0,39973.85438890697
84.83428982440716,IV,Q3W,40000.0,168.0,39965.67798540485
109.85411419875572,IV,Q3W,40000.0,168.0,39954.832915146195
142.25293134853692,IV,Q3W,40000.0,168.0,39940.43336199338
184.20699693267164,IV,Q3W,40000.0,168.0,39921.38732938971
238.53440064314213,IV,Q3W,40000.0,168.0,39895.88260158827
308.88435964774783,IV,Q3W,40000.0,168.0,39860.16290937536
399.9823395608933,IV,Q3W,40000.0,168.0,38666.637464304185
517.9474679231213,IV,Q3W,40000.0,168.0,7369.371944396853
670.7035611184313,IV,Q3W,40000.0,168.0,2033.3150602669257
868.511373751352,IV,Q3W,40000.0,168.0,809.4726965046029
1124.6578221198197,IV,Q3W,40000.0,168.0,414.10547047808967
1456.3484775012444,IV,Q3W,40000.0,168.0,251.66520542969656
1885.8632787726515,IV,Q3W,40000.0,168.0,166.63315040544626
2442.05309454865,IV,Q3W,40000.0,168.0,115.86025620531747
3162.2776601683795,IV,Q3W,40000.0,168.0,83.06363439514806
0.01,SC,Q2W,500.0,112.0,499.6024065151405
0.012949258422052624,SC,Q2W,500.0,112.0,499.4846712073717
0.016768329368110083,SC,Q2W,500.0,112.0,499.3318874522288
0.021713743029375187,SC,Q2W,500.0,112.0,499.13349264015085
0.028117686979742307,SC,Q2W,500.0,112.0,498.87564626253527
0.03641031949310673,SC,Q2W,500.0,112.0,498.54015647851196
0.04714866363457394,SC,Q2W,500.0,112.0,498.1030041391407
0.061054022965853265,SC,Q2W,500.0,112.0,497.532212655336
0.07906043210907701,SC,Q2W,500.0,112.0,496.785000424751
0.10237739663395848,SC,Q2W,500.0,112.0,495.80269433040024
0.13257113655901087,SC,Q2W,500.0,112.0,494.5052599173299
0.17166979066078603,SC,Q2W,500.0,112.0,492.77741101010406
0.22229964825261944,SC,Q2W,500.0,112.0,490.4478683524839
0.2878615592354568,SC,Q2W,500.0,112.0,487.2525336904438
0.372759372031494,SC,Q2W,500.0,112.0,482.7454608085695
0.4826957437677871,SC,Q2W,500.0,112.0,476.1638949921365
0.6250551925273973,SC,Q2W,500.0,112.0,466.27769473574654
0.8094001216083124,SC,Q2W,500.0,112.0,451.42817536722424
1.0481131341546852,SC,Q2W,500.0,112.0,430.0480098091009
1.3572287829716538,SC,Q2W,500.0,112.0,401.52577682667845
1.7575106248547911,SC,Q2W,500.0,112.0,366.77920450255925
2.2758459260747887,SC,Q2W,500.0,112.0,327.99687159666775
2.9470517025518097,SC,Q2W,500.0,112.0,287.7147832658049
3.816213407949357,SC,Q2W,500.0,112.0,248.03957270152583
4.941713361323833,SC,Q2W,500.0,112.0,210.3543506708872
6.399152336349267,SC,Q2W,500.0,112.0,175.46903965073153
8.286427728546842,SC,Q2W,500.0,112.0,143.92214351108345
10.730309405261565,SC,Q2W,500.0,112.0,116.13814948087818
13.894954943731374,SC,Q2W,500.0,112.0,92.39262366279989
17.992936232915536,SC,Q2W,500.0,112.0,72.68973803075595
23.29951810515372,SC,Q2W,500.0,112.0,56.743563343481945
30.171148105292957,SC,Q2W,500.0,112.0,44.072611424185
39.06939937054617,SC,Q2W,500.0,112.0,34.12766387246853
50.59197488435822,SC,Q2W,500.0,112.0,26.38133369221964
65.51285568595509,SC,Q2W,500.0,112.0,20.374874665446608
84.83428982440716,SC,Q2W,500.0,112.0,15.728982293009643
109.85411419875572,SC,Q2W,500.0,112.0,12.140448244273715
142.25293134853692,SC,Q2W,500.0,112.0,9.37030643391575
184.20699693267164,SC,Q2W,500.0,112.0,7.232507367080403
238.53440064314213,SC,Q2W,500.0,112.0,5.582785805072776
308.88435964774783,SC,Q2W,500.0,112.0,4.309661419226032
399.9823395608933,SC,Q2W,500.0,112.0,3.327088279248396
517.9474679231213,SC,Q2W,500.0,112.0,2.5686884814324755
670.7035611184313,SC,Q2W,500.0,112.0,1.983262235097307
868.511373751352,SC,Q2W,500.0,112.0,1.531323229161987
1124.6578221198197,SC,Q2W,500.0,112.0,1.1824064513275807
1456.3484775012444,SC,Q2W,500.0,112.0,0.9130217897414425
1885.8632787726515,SC,Q2W,500.0,112.0,0.7050227848718611
2442.05309454865,SC,Q2W,500.0,112.0,0.5444185092561289
3162.2776601683795,SC,Q2W,500.0,112.0,0.4204060251805823
0.01,SC,Q2W,1000.0,112.0,999.5748278938815
0.012949258422052624,SC,Q2W,1000.0,112.0,999.4491626694999
0.016768329368110083,SC,Q2W,1000.0,112.0,999.2862518212171
0.021713743029375187,SC,Q2W,1000.0,112.0,999.0749803944944
0.028117686979742307,SC,Q2W,1000.0,112.0,998.8008838880673
0.03641031949310673,SC,Q2W,1000.0,112.0,998.4450609047199
0.04714866363457394,SC,Q2W,1000.0,112.0,997.9827943027663
0.061054022965853265,SC,Q2W,1000.0,112.0,997.3816814244797
0.07906043210907701,SC,Q2W,1000.0,112.0,996.5989619217054
0.10237739663395848,SC,Q2W,1000.0,112.0,995.577798830404
0.13257113655901087,SC,Q2W,1000.0,112.0,994.2429379016261
0.17166979066078603,SC,Q2W,1000.0,112.0,992.4929011678067
0.22229964825261944,SC,Q2W,1000.0,112.0,990.1828840613463
0.2878615592354568,SC,Q2W,1000.0,112.0,987.1239197104459
0.372759372031494,SC,Q2W,1000.0,112.0,983.0278269114657
0.4826957437677871,SC,Q2W,1000.0,112.0,977.4628592284876
0.6250551925273973,SC,Q2W,1000.0,112.0,969.7156562586426
0.8094001216083124,SC,Q2W,1000.0,112.0,958.442233232791
1.0481131341546852,SC,Q2W,1000.0,112.0,941.0281975792266
1.3572287829716538,SC,Q2W,1000.0,112.0,912.6323535968049
1.7575106248547911,SC,Q2W,1000.0,112.0,866.7174170547405
2.2758459260747887,SC,Q2W,1000.0,112.0,798.7853442912502
2.9470517025518097,SC,Q2W,1000.0,112.0,711.3687953699055
3.816213407949357,SC,Q2W,1000.0,112.0,613.9487586129594
4.941713361323833,SC,Q2W,1000.0,112.0,517.152910234026
6.399152336349267,SC,Q2W,1000.0,112.0,427.79680828599595
8.286427728546842,SC,Q2W,1000.0,112.0,348.37219952584235
10.730309405261565,SC,Q2W,1000.0,112.0,279.02328338389077
13.894954943731374,SC,Q2W,1000.0,112.0,219.4728837790914
17.992936232915536,SC,Q2W,1000.0,112.0,169.7454419668122
23.29951810515372,SC,Q2W,1000.0,112.0,129.7080546824701
30.171148105292957,SC,Q2W,1000.0,112.0,98.50352547852371
39.06939937054617,SC,Q2W,1000.0,112.0,74.68734094245171
50.59197488435822,SC,Q2W,1000.0,112.0,56.68863088381745
65.51285568595509,SC,Q2W,1000.0,112.0,43.12160707575435
84.83428982440716,SC,Q2W,1000.0,112.0,32.8828629203287
109.85411419875572,SC,Q2W,1000.0,112.0,25.133904456748102
142.25293134853692,SC,Q2W,1000.0,112.0,19.250375076645028
184.20699693267164,SC,Q2W,1000.0,112.0,14.769283574317107
238.53440064314213,SC,Q2W,1000.0,112.0,11.347122735655285
308.88435964774783,SC,Q2W,1000.0,112.0,8.72759848679925
399.9823395608933,SC,Q2W,1000.0,112.0,6.718754949297535
517.9474679231213,SC,Q2W,1000.0,112.0,5.175884517209985
670.7035611184313,SC,Q2W,1000.0,112.0,3.989478110465134
868.511373751352,SC,Q2W,1000.0,112.0,3.076339734952447
1124.6578221198197,SC,Q2W,1000.0,112.0,2.3729863036063015
1456.3484775012444,SC,Q2W,1000.0,112.0,1.830919489190268
1885.8632787726515,SC,Q2W,1000.0,112.0,1.412949250184057
2442.05309454865,SC,Q2W,1000.0,112.0,1.0905705949398656
3162.2776601683795,SC,Q2W,1000.0,112.0,0.8418445350411756
0.01,SC,Q2W,3000.0,112.0,2999.5935412121953
0.012949258422052624,SC,Q2W,3000.0,112.0,2999.473606525375
0.016768329368110083,SC,Q2W,3000.0,112.0,2999.318264085304
0.021713743029375187,SC,Q2W,3000.0,112.0,2999.1170380390076
0.028117686979742307,SC,Q2W,3000.0,112.0,2998.856357220254
0.03641031949310673,SC,Q2W,3000.0,112.0,2998.518608924104
0.04714866363457394,SC,Q2W,3000.0,112.0,2998.0809374961896
0.061054022965853265,SC,Q2W,3000.0,112.0,2997.513673641801
0.07906043210907701,SC,Q2W,3000.0,112.0,2996.7781713770028
0.10237739663395848,SC,Q2W,3000.0,112.0,2995.8243183975
0.13257113655901087,SC,Q2W,3000.0,112.0,2994.5865834361457
0.17166979066078603,SC,Q2W,3000.0,112.0,2992.979473870358
0.22229964825261944,SC,Q2W,3000.0,112.0,2990.8913657295648
0.2878615592354568,SC,Q2W,3000.0,112.0,2988.175063478087
0.372759372031494,SC,Q2W,3000.0,112.0,2984.6363850481994
0.4826957437677871,SC,Q2W,3000.0,112.0,2980.0176086881943
